run_id,condition_order,condition_id,condition_label,ability_group,switch_cost_condition,rho,switch_cost_s,rng_seed,learning_time,reward_rate,specialization_signed_x,specialization_abs_x,switching_parameter_a,agent1_pi_C,agent1_pi_W,agent2_pi_C,agent2_pi_W,agent1_rate_C,agent1_rate_W,agent2_rate_C,agent2_rate_W,agent1_mean_action_time,agent2_mean_action_time,model_specialization_index_rate,model_specialization_index_decision_fraction,specialization_index_walks_rate,specialization_index_walks_decision_fraction
5258,2,rho085_low_s,"rho<1, low s",mixed ability,low,0.85,0.05,311001,170,0.8391414574448132,0.5171894785632998,0.5171894785632998,2.768121353234492,0.484162236435168,0.5158377635648321,0.5158377635648321,0.484162236435168,0.4276636625232331,0.4556428623145414,0.4556428623145414,0.4276636625232331,1.1321098303713506,1.1321098303713506,0.0316755271296283,0.0316755271296324,0.0316755271296283,0.0316755271296324
5259,2,rho085_low_s,"rho<1, low s",mixed ability,low,0.85,0.05,311001,170,0.8391086376918022,0.483487381311617,0.483487381311617,2.687639479563978,0.4841128691536946,0.5158871308463053,0.5158871308463053,0.4841128691536947,0.427701746157253,0.4557735204782794,0.4557735204782793,0.427701746157253,1.131893599928631,1.1318935999286313,0.0317742616925746,0.0317742616925788,0.0317742616925746,0.0317742616925788
5260,2,rho085_low_s,"rho<1, low s",mixed ability,low,0.85,0.05,311001,170,0.8411535152220719,0.7113612395378857,0.7113612395378857,2.44803215123914,0.4698781231350231,0.5301218768649769,0.5301218768649769,0.4698781231350231,0.4165608324256001,0.4699686992033882,0.4699686992033882,0.4165608324256001,1.1279940084596063,1.1279940084596063,0.0602437537298858,0.0602437537298935,0.0602437537298858,0.0602437537298935
5261,2,rho085_low_s,"rho<1, low s",mixed ability,low,0.85,0.05,311001,170,0.8384700735910202,0.3773603787724776,0.3773603787724776,2.764156452490206,0.4885940703247854,0.5114059296752146,0.5114059296752147,0.4885940703247854,0.4312172518791021,0.4513502577766272,0.4513502577766272,0.4312172518791021,1.133057799045966,1.133057799045966,0.0228118593504034,0.0228118593504064,0.0228118593504034,0.0228118593504064
5262,2,rho085_low_s,"rho<1, low s",mixed ability,low,0.85,0.05,311001,170,0.8430501043147375,0.9007084245638979,0.9007084245638979,2.36814881848251,0.4575800331759006,0.5424199668240994,0.5424199668240994,0.4575800331759006,0.4067992234531967,0.4822238849847911,0.4822238849847911,0.4067992234531967,1.1248301540294026,1.1248301540294026,0.0848399336481033,0.0848399336481139,0.0848399336481033,0.0848399336481139
5263,2,rho085_low_s,"rho<1, low s",mixed ability,low,0.85,0.05,311001,170,0.8383256817249988,0.324744623304798,0.324744623304798,2.652540094810929,0.4891596911800733,0.5108403088199267,0.5108403088199266,0.4891596911800733,0.4317889060701925,0.45092672617768,0.4509267261776799,0.4317889060701924,1.1328676682132135,1.1328676682132135,0.0216806176398287,0.0216806176398316,0.0216806176398287,0.0216806176398316
5264,2,rho085_low_s,"rho<1, low s",mixed ability,low,0.85,0.05,311001,170,0.8401059642023074,0.6948181393230454,0.6948181393230454,2.752095243063479,0.4777839180181825,0.5222160819818175,0.5222160819818175,0.4777839180181825,0.4225862475456366,0.4618852292225594,0.4618852292225594,0.4225862475456366,1.1306187098920792,1.1306187098920792,0.0444321639635846,0.0444321639635905,0.0444321639635846,0.0444321639635905
5265,2,rho085_low_s,"rho<1, low s",mixed ability,low,0.85,0.05,311001,170,0.8400538760305081,0.4954763127608447,0.4954763127608447,2.257319675046807,0.4758488620014889,0.5241511379985111,0.5241511379985111,0.4758488620014889,0.4215877738672987,0.4643821370284419,0.4643821370284419,0.4215877738672987,1.1287065031237593,1.1287065031237593,0.0483022759969676,0.0483022759969738,0.0483022759969676,0.0483022759969738
5266,2,rho085_low_s,"rho<1, low s",mixed ability,low,0.85,0.05,311001,170,0.8372515103802881,0.1100516494617474,0.1100516494617474,2.78557928714984,0.4967972053045355,0.5032027946954645,0.5032027946954644,0.4967972053045355,0.4378039580025237,0.4434489019731094,0.4434489019731093,0.4378039580025237,1.134748090380836,1.134748090380836,0.0064055893909215,0.0064055893909224,0.0064055893909215,0.0064055893909224
5267,2,rho085_low_s,"rho<1, low s",mixed ability,low,0.85,0.05,311001,170,0.8386839475561039,0.4169449205223978,0.4169449205223978,2.744763070659455,0.4871125021998069,0.512887497800193,0.512887497800193,0.4871125021998069,0.4300481170884269,0.4528036166410986,0.4528036166410986,0.4300481170884269,1.1326930239753763,1.1326930239753763,0.0257749956003568,0.0257749956003603,0.0257749956003568,0.0257749956003603
