run_id,condition_order,condition_id,condition_label,ability_group,switch_cost_condition,rho,switch_cost_s,rng_seed,learning_time,reward_rate,specialization_signed_x,specialization_abs_x,switching_parameter_a
68,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107450712016234,-0.047363217786353676,0.047363217786353676,2.483040527216535
69,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107236206609226,0.16389958393288198,0.16389958393288198,2.361039943134131
70,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107816262262887,-0.1332658580848607,0.1332658580848607,2.671857644846344
71,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107958439540101,0.25584465049239197,0.25584465049239197,2.6702274764949974
72,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107812390550544,0.02056071739828058,0.02056071739828058,2.715169997398892
73,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107869699593134,-0.15559206784947918,0.15559206784947918,2.7055481815395908
74,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107906790665967,0.28609261408144643,0.28609261408144643,2.5717890613447785
75,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.910815120247388,-0.32304552748173154,0.32304552748173154,2.8382431523916503
76,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107799764976852,0.17541116218116096,0.17541116218116096,2.6242630707437615
77,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107680853789895,0.1515610425578456,0.1515610425578456,2.5609055039330952
78,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9108046263018303,0.28603156372076494,0.28603156372076494,2.7225456902000245
79,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107792069051691,0.0439598982050867,0.0439598982050867,2.6918354572684926
80,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107731639641059,0.1416455803391491,0.1416455803391491,2.6000922951121215
81,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107848385489463,0.18560669670939842,0.18560669670939842,2.6552806342940163
82,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107885574555055,-0.09279165279902707,0.09279165279902707,2.774037403607649
83,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.910801466502182,-0.32065230297037695,0.32065230297037695,2.6020823329460345
84,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107746031324112,-0.0037140255213298553,0.0037140255213298553,2.6576630685588345
85,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107746149858733,-0.07059826132256052,0.07059826132256052,2.645891804211349
86,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107770493219854,-0.01427755221454151,0.01427755221454151,2.6772695392308044
87,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107625647219046,0.015868418776287564,0.015868418776287564,2.575424106905807
88,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9108128846225605,0.32137233224113604,0.32137233224113604,2.7698125001396274
89,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107839385876652,0.01337365837439752,0.01337365837439752,2.7443203518126573
90,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.910798213435307,0.12370144271369697,0.12370144271369697,2.9487845881797394
91,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107919776074036,-0.07590726369255064,0.07590726369255064,2.8377013910055893
92,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107192159453151,-0.01457606154399468,0.01457606154399468,2.3883070062350313
93,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107364603960324,-0.06363970412063434,0.06363970412063434,2.444172288246418
94,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107709338336695,0.14440184555568164,0.14440184555568164,2.583399843641067
95,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107523246935885,-0.1123642778131744,0.1123642778131744,2.497427167033455
96,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107799049024443,-0.043909939139862686,0.043909939139862686,2.698272495932219
97,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107929553840985,0.042802924849149146,0.042802924849149146,2.8748300791387784
98,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107671876889345,-0.026182560058802727,0.026182560058802727,2.603132949015329
99,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107954613973491,-0.22888078204329212,0.22888078204329212,2.711094341264081
100,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9108192114590764,0.34620683445382155,0.34620683445382155,2.879035239097571
101,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107968428977732,-0.2762001362447582,0.2762001362447582,2.644602183314308
102,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.910704478897148,0.06270135757583371,0.06270135757583371,2.3373138635452784
103,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.910781875501553,0.0077247553562915655,0.0077247553562915655,2.722587527384283
104,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9108137162377663,0.3300937213762746,0.3300937213762746,2.752325616682026
105,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107845242541988,0.1771392162378474,0.1771392162378474,2.660948525104189
106,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9106885533672258,0.019240183715845058,0.019240183715845058,2.298967854895674
107,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9108144442026788,0.35497413873365236,0.35497413873365236,2.6689448882160276
108,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107741879817296,-0.4001062790110341,0.4001062790110341,2.287586817755412
109,1,rho1_low_s,"rho=1, low s",high ability,low,1.0,0.05,311000,170,0.9107625292565993,0.1315030404966455,0.1315030404966455,2.5406120810479007
